Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, all ages§, Confirmed, Current week","Invasive pneumococcal disease, all ages§, Confirmed, Current week, flag","Invasive pneumococcal disease, all ages§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, all ages§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2020†","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2020†, flag","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2019†","Invasive pneumococcal disease, all ages§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, all ages§, Probable, Current week","Invasive pneumococcal disease, all ages§, Probable, Current week, flag","Invasive pneumococcal disease, all ages§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, all ages§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, all ages§, Probable,  Cum 2020†","Invasive pneumococcal disease, all ages§, Probable,  Cum 2020†, flag","Invasive pneumococcal disease, all ages§, Probable,  Cum 2019†","Invasive pneumococcal disease, all ages§, Probable, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
DELAWARE,2020,42,,-,6,,43,,55,,,-,0,,,-,1,,DELAWARE,,20204229,POINT (-75.452394 38.994926)
ALABAMA,2020,42,,-,17,,213,,336,,,-,0,,,-,1,,ALABAMA,,20204239,POINT (-86.844516 32.756889)
KANSAS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20204222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,42,,N,,NC,,N,,N,,N,,NC,,N,,N,NORTH CAROLINA,,20204234,POINT (-79.130883 35.52603)
GUAM,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20204266,POINT (144.653198 13.3532)
NEW JERSEY,2020,42,,-,32,,315,,478,,,-,4,,27,,33,,NEW JERSEY,,20204210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,42,1,,19,,168,,288,,,-,0,,,-,,-,NEW MEXICO,,20204254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,42,12,,132,,1338,,2640,,1,,6,,37,,50,,,EAST NORTH CENTRAL,20204214,
TOTAL,2020,31,42,,815,,7589,,12122,,2,,13,,137,,168,,,TOTAL,20203170,
US RESIDENTS,2020,31,42,,815,,7589,,12122,,2,,13,,137,,168,,,US RESIDENTS,20203101,
NEW HAMPSHIRE,2020,31,,-,8,,51,,78,,,-,1,,2,,,-,NEW HAMPSHIRE,,20203106,POINT (-71.57139 43.680429)
NEW YORK,2020,31,2,,94,,308,,550,,,-,4,,12,,1,,NEW YORK,,20203111,POINT (-75.59655 42.921241)
AMERICAN SAMOA,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20203164,
PACIFIC,2020,31,2,,11,,126,,169,,2,,2,,7,,2,,,PACIFIC,20203157,
WEST SOUTH CENTRAL,2020,31,11,,273,,885,,1563,,,-,4,,15,,13,,,WEST SOUTH CENTRAL,20203143,
NEBRASKA,2020,31,2,,9,,75,,126,,,-,1,,2,,1,,NEBRASKA,,20203125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,31,,-,77,,804,,1229,,,-,2,,4,,6,,,EAST SOUTH CENTRAL,20203138,
NORTH DAKOTA,2020,31,,-,6,,37,,50,,,-,0,,,-,,-,NORTH DAKOTA,,20203126,POINT (-100.46931 47.446305)
NEVADA,2020,31,,-,16,,107,,240,,,-,0,,,-,,-,NEVADA,,20203153,POINT (-114.916992 39.283294)
ILLINOIS,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,ILLINOIS,,20203115,POINT (-89.148632 40.124144)
IOWA,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,IOWA,,20203121,POINT (-93.500061 42.074659)
TEXAS,2020,31,6,,225,,540,,1057,,,-,4,,11,,13,,TEXAS,,20203147,POINT (-99.317341 31.447238)
ALASKA,2020,31,2,,9,,96,,94,,2,,2,,7,,2,,ALASKA,,20203158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,31,,-,6,,39,,28,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203130,POINT (-77.016275 38.904785)
WASHINGTON,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,WASHINGTON,,20203162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,31,,-,39,,417,,781,,,-,2,,4,,4,,,NEW ENGLAND,20203102,
RHODE ISLAND,2020,31,,-,8,,26,,58,,,-,1,,,-,,-,RHODE ISLAND,,20203107,POINT (-71.534637 41.572574)
OREGON,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20203161,POINT (-120.605279 43.940449)
DELAWARE,2020,31,,-,6,,41,,42,,,-,0,,,-,1,,DELAWARE,,20203129,POINT (-75.452394 38.994926)
ALABAMA,2020,31,,-,17,,189,,288,,,-,0,,,-,1,,ALABAMA,,20203139,POINT (-86.844516 32.756889)
KANSAS,2020,31,,-,0,,,-,127,,,-,0,,,-,3,,KANSAS,,20203122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,NORTH CAROLINA,,20203134,POINT (-79.130883 35.52603)
GUAM,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20203166,POINT (144.653198 13.3532)
NEW JERSEY,2020,31,,-,32,,289,,416,,,-,4,,24,,29,,NEW JERSEY,,20203110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,31,,-,19,,149,,250,,,-,0,,,-,,-,NEW MEXICO,,20203154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,31,8,,159,,1409,,2208,,,-,6,,33,,46,,,EAST NORTH CENTRAL,20203114,
TENNESSEE,2020,31,,-,27,,313,,465,,,-,1,,2,,4,,TENNESSEE,,20203142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,31,,-,11,,82,,173,,,-,1,,1,,,-,CONNECTICUT,,20203103,POINT (-72.738288 41.575155)
MARYLAND,2020,31,2,,21,,234,,340,,,-,1,,,-,,-,MARYLAND,,20203133,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,31,,-,34,,76,,325,,,-,2,,3,,7,,SOUTH CAROLINA,,20203135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,OKLAHOMA,,20203146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203165,POINT (145.725693 15.1834)
OHIO,2020,31,8,,62,,607,,840,,,-,5,,32,,31,,OHIO,,20203118,POINT (-82.70936 40.415534)
MINNESOTA,2020,31,,-,6,,,-,74,,,-,0,,,-,,-,MINNESOTA,,20203123,POINT (-94.198308 46.349153)
LOUISIANA,2020,31,5,,24,,194,,283,,,-,3,,3,,,-,LOUISIANA,,20203145,POINT (-91.840238 30.921314)
HAWAII,2020,31,,-,4,,30,,75,,,-,0,,,-,,-,HAWAII,,20203160,POINT (-157.854309 21.361013)
TOTAL,2020,27,34,,811,,7178,,11474,,,-,13,,128,,162,,,TOTAL,20202770,
US RESIDENTS,2020,27,34,,811,,7178,,11474,,,-,13,,128,,162,,,US RESIDENTS,20202701,
NEW HAMPSHIRE,2020,27,,-,8,,51,,77,,,-,1,,2,,,-,NEW HAMPSHIRE,,20202706,POINT (-71.57139 43.680429)
NEW YORK,2020,27,7,,94,,296,,523,,,-,4,,12,,1,,NEW YORK,,20202711,POINT (-75.59655 42.921241)
PACIFIC,2020,27,2,,11,,117,,154,,,-,2,,5,,2,,,PACIFIC,20202757,
WEST SOUTH CENTRAL,2020,27,3,,273,,782,,1476,,,-,4,,11,,12,,,WEST SOUTH CENTRAL,20202743,
NEBRASKA,2020,27,,-,9,,71,,114,,,-,1,,2,,1,,NEBRASKA,,20202725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,27,1,,77,,766,,1173,,,-,2,,4,,6,,,EAST SOUTH CENTRAL,20202738,
NORTH DAKOTA,2020,27,,-,6,,37,,47,,,-,0,,,-,,-,NORTH DAKOTA,,20202726,POINT (-100.46931 47.446305)
NEVADA,2020,27,,-,16,,103,,226,,,-,0,,,-,,-,NEVADA,,20202753,POINT (-114.916992 39.283294)
ILLINOIS,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,ILLINOIS,,20202715,POINT (-89.148632 40.124144)
IOWA,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,IOWA,,20202721,POINT (-93.500061 42.074659)
SOUTH ATLANTIC,2020,31,8,,147,,1374,,2000,,,-,4,,13,,17,,,SOUTH ATLANTIC,20203128,
PENNSYLVANIA,2020,31,,-,11,,78,,131,,,-,1,,2,,2,,PENNSYLVANIA,,20203113,POINT (-77.838886 40.896694)
TEXAS,2020,27,,-,225,,457,,991,,,-,4,,7,,12,,TEXAS,,20202747,POINT (-99.317341 31.447238)
ALASKA,2020,27,2,,9,,88,,84,,,-,2,,5,,2,,ALASKA,,20202758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,27,,-,6,,35,,27,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20202730,POINT (-77.016275 38.904785)
WASHINGTON,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,WASHINGTON,,20202762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,27,,-,38,,379,,744,,,-,1,,3,,4,,,NEW ENGLAND,20202702,
RHODE ISLAND,2020,27,,-,5,,8,,53,,,-,1,,,-,,-,RHODE ISLAND,,20202707,POINT (-71.534637 41.572574)
OREGON,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20202761,POINT (-120.605279 43.940449)
DELAWARE,2020,27,,-,6,,41,,39,,,-,0,,,-,1,,DELAWARE,,20202729,POINT (-75.452394 38.994926)
ALABAMA,2020,27,,-,17,,175,,272,,,-,0,,,-,1,,ALABAMA,,20202739,POINT (-86.844516 32.756889)
KANSAS,2020,27,,-,0,,,-,127,,,-,0,,,-,3,,KANSAS,,20202722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,NORTH CAROLINA,,20202734,POINT (-79.130883 35.52603)
GUAM,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20202766,POINT (144.653198 13.3532)
NEW JERSEY,2020,27,,-,32,,289,,394,,,-,4,,24,,29,,NEW JERSEY,,20202710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,27,,-,19,,140,,240,,,-,0,,,-,,-,NEW MEXICO,,20202754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,27,5,,159,,1351,,2092,,,-,6,,31,,44,,,EAST NORTH CENTRAL,20202714,
TENNESSEE,2020,27,,-,27,,301,,449,,,-,1,,2,,4,,TENNESSEE,,20202742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,27,,-,11,,64,,167,,,-,0,,,-,,-,CONNECTICUT,,20202703,POINT (-72.738288 41.575155)
MARYLAND,2020,27,,-,21,,212,,319,,,-,1,,,-,,-,MARYLAND,,20202733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,27,,-,34,,76,,311,,,-,2,,3,,7,,SOUTH CAROLINA,,20202735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,OKLAHOMA,,20202746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202765,POINT (145.725693 15.1834)
OHIO,2020,27,4,,62,,584,,796,,,-,5,,30,,29,,OHIO,,20202718,POINT (-82.70936 40.415534)
MINNESOTA,2020,27,,-,6,,,-,73,,,-,0,,,-,,-,MINNESOTA,,20202723,POINT (-94.198308 46.349153)
LOUISIANA,2020,27,3,,24,,181,,269,,,-,3,,3,,,-,LOUISIANA,,20202745,POINT (-91.840238 30.921314)
HAWAII,2020,27,,-,4,,29,,70,,,-,0,,,-,,-,HAWAII,,20202760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,27,8,,146,,1281,,1878,,,-,4,,13,,15,,,SOUTH ATLANTIC,20202728,
PENNSYLVANIA,2020,27,,-,11,,78,,123,,,-,1,,2,,2,,PENNSYLVANIA,,20202713,POINT (-77.838886 40.896694)
UTAH,2020,27,,-,13,,102,,136,,,-,1,,,-,1,,UTAH,,20202755,POINT (-111.678222 39.323779)
COLORADO,2020,27,,-,24,,222,,374,,,-,0,,,-,1,,COLORADO,,20202750,POINT (-105.547832 38.998552)
VERMONT,2020,27,,-,5,,21,,38,,,-,1,,1,,1,,VERMONT,,20202708,POINT (-72.662695 44.075252)
KENTUCKY,2020,27,1,,34,,169,,249,,,-,2,,2,,1,,KENTUCKY,,20202740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20202767,POINT (-66.414655 18.215692)
MAINE,2020,27,,-,9,,59,,116,,,-,0,,,-,,-,MAINE,,20202704,POINT (-69.06137 45.117911)
VIRGINIA,2020,27,,-,3,,6,,13,,,-,0,,,-,,-,VIRGINIA,,20202736,POINT (-78.666382 37.510861)
ARIZONA,2020,27,6,,36,,440,,489,,,-,1,,3,,1,,ARIZONA,,20202749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20202764,
WISCONSIN,2020,27,1,,23,,195,,287,,,-,0,,,-,,-,WISCONSIN,,20202719,POINT (-89.732969 44.639954)
IDAHO,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20202751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20202768,POINT (-64.840836 18.060868)
MICHIGAN,2020,27,,-,45,,321,,593,,,-,4,,1,,13,,MICHIGAN,,20202717,POINT (-85.730977 44.874798)
GEORGIA,2020,27,1,,73,,388,,478,,,-,0,,,-,,-,GEORGIA,,20202732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,27,2,,42,,348,,498,,,-,10,,15,,6,,,NEW YORK CITY,20202712,
ARKANSAS,2020,27,,-,33,,144,,216,,,-,1,,1,,,-,ARKANSAS,,20202744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,27,,-,19,,121,,203,,,-,0,,,-,,-,MISSISSIPPI,,20202741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,27,,-,5,,29,,66,,,-,2,,,-,1,,SOUTH DAKOTA,,20202727,POINT (-100.230491 44.43614)
WYOMING,2020,27,,-,3,,18,,25,,,-,0,,,-,,-,WYOMING,,20202756,POINT (-107.55145 42.999627)
WEST NORTH CENTRAL,2020,45,1,,54,,483,,1299,,,-,1,,7,,45,,,WEST NORTH CENTRAL,20204520,
MISSOURI,2020,27,,-,41,,287,,431,,,-,1,,3,,33,,MISSOURI,,20202724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,27,9,,127,,1011,,1538,,,-,11,,53,,38,,,MIDDLE ATLANTIC,20202709,
CALIFORNIA,2020,27,,N,,NC,,N,,N,,N,,NC,,N,,N,CALIFORNIA,,20202759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,27,1,,16,,112,,210,,,-,2,,3,,,-,WEST VIRGINIA,,20202737,POINT (-80.613729 38.642579)
FLORIDA,2020,27,6,,62,,411,,481,,,-,2,,7,,7,,FLORIDA,,20202731,POINT (-82.420978 28.260731)
MONTANA,2020,27,,-,7,,42,,71,,,-,1,,,-,,-,MONTANA,,20202752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,27,,-,54,,424,,858,,,-,3,,5,,38,,,WEST NORTH CENTRAL,20202720,
MASSACHUSETTS,2020,27,,-,19,,176,,293,,,-,1,,,-,3,,MASSACHUSETTS,,20202705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,27,6,,93,,1067,,1561,,,-,2,,3,,3,,,MOUNTAIN,20202748,
INDIANA,2020,27,,-,29,,251,,416,,,-,0,,,-,2,,INDIANA,,20202716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20202769,
US TERRITORIES,2020,27,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20202763,
UTAH,2020,31,,-,13,,106,,146,,,-,1,,,-,1,,UTAH,,20203155,POINT (-111.678222 39.323779)
COLORADO,2020,31,3,,24,,233,,395,,,-,0,,,-,1,,COLORADO,,20203150,POINT (-105.547832 38.998552)
VERMONT,2020,31,,-,5,,21,,41,,,-,1,,1,,1,,VERMONT,,20203108,POINT (-72.662695 44.075252)
KENTUCKY,2020,31,,-,34,,175,,259,,,-,2,,2,,1,,KENTUCKY,,20203140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20203167,POINT (-66.414655 18.215692)
MAINE,2020,31,,-,9,,61,,120,,,-,0,,,-,,-,MAINE,,20203104,POINT (-69.06137 45.117911)
VIRGINIA,2020,31,,-,3,,6,,13,,,-,0,,,-,,-,VIRGINIA,,20203136,POINT (-78.666382 37.510861)
ARIZONA,2020,31,5,,36,,458,,514,,,-,1,,3,,1,,ARIZONA,,20203149,POINT (-111.664616 34.293239)
WISCONSIN,2020,31,,-,23,,201,,301,,,-,0,,,-,,-,WISCONSIN,,20203119,POINT (-89.732969 44.639954)
IDAHO,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20203151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203168,POINT (-64.840836 18.060868)
MICHIGAN,2020,31,,-,45,,334,,627,,,-,4,,1,,13,,MICHIGAN,,20203117,POINT (-85.730977 44.874798)
GEORGIA,2020,31,,-,76,,417,,507,,,-,0,,,-,,-,GEORGIA,,20203132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,31,1,,42,,357,,525,,,-,10,,15,,6,,,NEW YORK CITY,20203112,
ARKANSAS,2020,31,,-,33,,151,,223,,,-,1,,1,,,-,ARKANSAS,,20203144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,31,,-,19,,127,,217,,,-,0,,,-,,-,MISSISSIPPI,,20203141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,31,,-,5,,29,,69,,,-,2,,,-,1,,SOUTH DAKOTA,,20203127,POINT (-100.230491 44.43614)
WYOMING,2020,31,,-,3,,18,,27,,,-,0,,,-,,-,WYOMING,,20203156,POINT (-107.55145 42.999627)
MISSOURI,2020,31,,-,41,,287,,453,,,-,1,,3,,34,,MISSOURI,,20203124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,31,3,,127,,1032,,1622,,,-,11,,53,,38,,,MIDDLE ATLANTIC,20203109,
CALIFORNIA,2020,31,,N,,NC,,N,,N,,N,,NC,,N,,N,CALIFORNIA,,20203159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,31,,-,16,,126,,220,,,-,2,,3,,,-,WEST VIRGINIA,,20203137,POINT (-80.613729 38.642579)
FLORIDA,2020,31,6,,62,,435,,525,,,-,2,,7,,9,,FLORIDA,,20203131,POINT (-82.420978 28.260731)
MONTANA,2020,31,,-,7,,43,,79,,,-,1,,,-,,-,MONTANA,,20203152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,31,2,,54,,428,,899,,,-,3,,5,,39,,,WEST NORTH CENTRAL,20203120,
MASSACHUSETTS,2020,31,,-,19,,176,,311,,,-,1,,,-,3,,MASSACHUSETTS,,20203105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,31,8,,93,,1114,,1651,,,-,2,,3,,3,,,MOUNTAIN,20203148,
INDIANA,2020,31,,-,29,,267,,440,,,-,0,,,-,2,,INDIANA,,20203116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203169,
US TERRITORIES,2020,31,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20203163,
TENNESSEE,2020,42,,-,27,,350,,604,,,-,1,,2,,4,,TENNESSEE,,20204242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,42,,-,12,,122,,199,,,-,1,,1,,,-,CONNECTICUT,,20204203,POINT (-72.738288 41.575155)
MARYLAND,2020,42,5,,21,,251,,386,,,-,1,,,-,1,,MARYLAND,,20204233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,42,,-,34,,78,,368,,,-,2,,3,,7,,SOUTH CAROLINA,,20204235,POINT (-80.864614 33.878572)
US RESIDENTS,2020,28,38,,811,,7247,,11657,,,-,13,,128,,164,,,US RESIDENTS,20202801,
OKLAHOMA,2020,42,,N,,NC,,N,,N,,N,,NC,,N,,N,OKLAHOMA,,20204246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204265,POINT (145.725693 15.1834)
OHIO,2020,42,10,,62,,688,,969,,1,,5,,35,,34,,OHIO,,20204218,POINT (-82.70936 40.415534)
MINNESOTA,2020,42,,-,22,,2,,418,,,-,0,,,-,,-,MINNESOTA,,20204223,POINT (-94.198308 46.349153)
LOUISIANA,2020,42,2,,24,,214,,332,,,-,3,,3,,1,,LOUISIANA,,20204245,POINT (-91.840238 30.921314)
HAWAII,2020,42,,-,4,,32,,92,,,-,0,,,-,,-,HAWAII,,20204260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,42,11,,147,,1482,,2427,,,-,4,,16,,24,,,SOUTH ATLANTIC,20204228,
PENNSYLVANIA,2020,42,1,,27,,104,,509,,,-,1,,2,,7,,PENNSYLVANIA,,20204213,POINT (-77.838886 40.896694)
UTAH,2020,42,2,,12,,135,,170,,,-,1,,1,,2,,UTAH,,20204255,POINT (-111.678222 39.323779)
COLORADO,2020,42,7,,24,,283,,451,,,-,0,,,-,1,,COLORADO,,20204250,POINT (-105.547832 38.998552)
VERMONT,2020,42,1,,5,,24,,43,,,-,1,,1,,1,,VERMONT,,20204208,POINT (-72.662695 44.075252)
KENTUCKY,2020,42,2,,34,,190,,298,,,-,2,,2,,1,,KENTUCKY,,20204240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,42,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20204267,POINT (-66.414655 18.215692)
MAINE,2020,42,1,,9,,70,,140,,,-,0,,,-,,-,MAINE,,20204204,POINT (-69.06137 45.117911)
VIRGINIA,2020,42,,-,3,,7,,15,,,-,0,,,-,,-,VIRGINIA,,20204236,POINT (-78.666382 37.510861)
ARIZONA,2020,42,10,,36,,513,,592,,,-,1,,4,,1,,ARIZONA,,20204249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,42,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20204264,
WISCONSIN,2020,42,2,,23,,229,,356,,,-,0,,,-,,-,WISCONSIN,,20204219,POINT (-89.732969 44.639954)
IDAHO,2020,42,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20204251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,42,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204268,POINT (-64.840836 18.060868)
MICHIGAN,2020,42,,-,46,,373,,761,,,-,4,,1,,14,,MICHIGAN,,20204217,POINT (-85.730977 44.874798)
GEORGIA,2020,42,3,,75,,461,,658,,,-,0,,,-,,-,GEORGIA,,20204232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,42,3,,42,,394,,630,,,-,10,,15,,16,,,NEW YORK CITY,20204212,
ARKANSAS,2020,42,,-,33,,162,,264,,,-,1,,1,,,-,ARKANSAS,,20204244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,42,,-,19,,146,,260,,,-,0,,,-,,-,MISSISSIPPI,,20204241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,42,,-,5,,33,,79,,,-,2,,,-,4,,SOUTH DAKOTA,,20204227,POINT (-100.230491 44.43614)
TOTAL,2020,28,38,,811,,7247,,11657,,,-,13,,128,,164,,,TOTAL,20202870,
NEW HAMPSHIRE,2020,28,,-,8,,52,,77,,,-,1,,2,,,-,NEW HAMPSHIRE,,20202806,POINT (-71.57139 43.680429)
NEW YORK,2020,28,4,,94,,300,,535,,,-,4,,12,,1,,NEW YORK,,20202811,POINT (-75.59655 42.921241)
PACIFIC,2020,28,,-,11,,118,,159,,,-,2,,5,,2,,,PACIFIC,20202857,
WEST SOUTH CENTRAL,2020,28,3,,273,,785,,1503,,,-,4,,11,,12,,,WEST SOUTH CENTRAL,20202843,
NEBRASKA,2020,28,,-,9,,71,,114,,,-,1,,2,,1,,NEBRASKA,,20202825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,28,1,,77,,771,,1192,,,-,2,,4,,6,,,EAST SOUTH CENTRAL,20202838,
NORTH DAKOTA,2020,28,,-,6,,37,,48,,,-,0,,,-,,-,NORTH DAKOTA,,20202826,POINT (-100.46931 47.446305)
NEVADA,2020,28,,-,16,,103,,230,,,-,0,,,-,,-,NEVADA,,20202853,POINT (-114.916992 39.283294)
ILLINOIS,2020,28,,N,,NC,,N,,N,,N,,NC,,N,,N,ILLINOIS,,20202815,POINT (-89.148632 40.124144)
IOWA,2020,28,,N,,NC,,N,,N,,N,,NC,,N,,N,IOWA,,20202821,POINT (-93.500061 42.074659)
TEXAS,2020,28,,-,225,,457,,1014,,,-,4,,7,,12,,TEXAS,,20202847,POINT (-99.317341 31.447238)
ALASKA,2020,28,,-,9,,89,,87,,,-,2,,5,,2,,ALASKA,,20202858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,28,,-,6,,39,,27,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20202830,POINT (-77.016275 38.904785)
WASHINGTON,2020,28,,N,,NC,,N,,N,,N,,NC,,N,,N,WASHINGTON,,20202862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,28,,-,38,,387,,754,,,-,1,,3,,4,,,NEW ENGLAND,20202802,
WYOMING,2020,42,,-,3,,22,,33,,,-,0,,,-,,-,WYOMING,,20204256,POINT (-107.55145 42.999627)
MISSOURI,2020,42,,-,41,,287,,519,,,-,1,,3,,39,,MISSOURI,,20204224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,42,9,,172,,1293,,2271,,,-,11,,62,,57,,,MIDDLE ATLANTIC,20204209,
CALIFORNIA,2020,42,,N,,NC,,N,,N,,N,,NC,,N,,N,CALIFORNIA,,20204259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,42,,-,16,,127,,247,,,-,2,,3,,,-,WEST VIRGINIA,,20204237,POINT (-80.613729 38.642579)
RHODE ISLAND,2020,28,,-,6,,9,,56,,,-,1,,,-,,-,RHODE ISLAND,,20202807,POINT (-71.534637 41.572574)
OREGON,2020,28,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20202861,POINT (-120.605279 43.940449)
DELAWARE,2020,28,,-,6,,41,,39,,,-,0,,,-,1,,DELAWARE,,20202829,POINT (-75.452394 38.994926)
ALABAMA,2020,28,,-,17,,179,,273,,,-,0,,,-,1,,ALABAMA,,20202839,POINT (-86.844516 32.756889)
